project,country,status,discovery_year,start_year,operator,owner,parent,fuel_type,unit_type,lat,lng,url
Claiborne (MC794) - Beacon Growthco,United States,operating,,,Beacon Growthco,,,oil and gas,asset,28.146,-89.854,"https://www.gem.wiki/Claiborne_(MC794)_-_Beacon_Growthco_Oil_and_Gas_Asset_(Federal_offshore,_United_States)"
Clarks Creek - EOG,United States,operating,,,EOG Resources,,,oil and gas,asset,47.919,-102.77,"https://www.gem.wiki/Clarks_Creek_-_EOG_Oil_and_Gas_Asset_(North_Dakota,_United_States)"
Clear Creek - Burlington,United States,operating,,,Burlington Resources,,,oil and gas,asset,47.935,-102.94,"https://www.gem.wiki/Clear_Creek_-_Burlington_Oil_and_Gas_Asset_(North_Dakota,_United_States)"
Clear Creek - Petro-Hunt,United States,operating,,,Petro-Hunt,,,oil and gas,asset,47.95,-102.95,"https://www.gem.wiki/Clear_Creek_-_Petro-Hunt_Oil_and_Gas_Asset_(North_Dakota,_United_States)"
Clear Water - EOG,United States,operating,,,EOG Resources,,,oil and gas,asset,48.486,-102.29,"https://www.gem.wiki/Clear_Water_-_EOG_Oil_and_Gas_Asset_(North_Dakota,_United_States)"
Clipper (GC299) - Murphy,United States,operating,,,Murphy E&P. Company,,,oil and gas,asset,27.668,-90.164,"https://www.gem.wiki/Clipper_(GC299)_-_Murphy_Oil_and_Gas_Asset_(Federal_offshore,_United_States)"
Clovelly - Texas Petroleum Investment,United States,operating,,,Texas Petroleum Investment Co.,,,oil and gas,asset,29.47,-90.245,"https://www.gem.wiki/Clovelly_-_Texas_Petroleum_Investment_Oil_and_Gas_Asset_(Louisiana,_United_States)"
Clyde-Reynolds (Wolfcamp Cons.) - Mineral Technologies,United States,operating,,,Mineral Technologies,,,oil and gas,asset,31.868,-101.32,"https://www.gem.wiki/Clyde-Reynolds_(Wolfcamp_Cons.)_-_Mineral_Technologies_Oil_and_Gas_Asset_(Texas,_United_States)"
Coal Gulch - Wamsutter,United States,operating,,,Wamsutter E&P,,,oil and gas,asset,41.452,-107.85,"https://www.gem.wiki/Coal_Gulch_-_Wamsutter_Oil_and_Gas_Asset_(Wyoming,_United_States)"
Coalinga - Aera,United States,operating,,,Aera Energy,,,oil and gas,asset,36.217,-120.36,"https://www.gem.wiki/Coalinga_-_Aera_Oil_and_Gas_Asset_(California,_United_States)"
Coalinga - Chevron,United States,operating,,,Chevron,,,oil and gas,asset,36.217,-120.36,"https://www.gem.wiki/Coalinga_-_Chevron_Oil_and_Gas_Asset_(California,_United_States)"
Coalinga - Seneca,United States,operating,,,Seneca Resources,,,oil,asset,36.217,-120.36,"https://www.gem.wiki/Coalinga_-_Seneca_Oil_Asset_(California,_United_States)"
Cochran (San Andres) - Silver Creek Permian,United States,operating,,,Silver Creek Permian,,,oil and gas,asset,33.619,-102.98,"https://www.gem.wiki/Cochran_(San_Andres)_-_Silver_Creek_Permian_Oil_and_Gas_Asset_(Texas,_United_States)"
Cogdell (Area) - Occidental Permian,United States,operating,,,Occidental Permian,,,oil and gas,asset,32.947,-100.89,"https://www.gem.wiki/Cogdell_(Area)_-_Occidental_Permian_Oil_and_Gas_Asset_(Texas,_United_States)"
Cognac (MC194) - Enven,United States,operating,,,Enven Energy Ventures,,,oil and gas,asset,28.792,-89.056,"https://www.gem.wiki/Cognac_(MC194)_-_Enven_Oil_and_Gas_Asset_(Federal_offshore,_United_States)"
Coke - GTG,United States,operating,,,GTG Operating,,,oil and gas,asset,32.942,-95.432,"https://www.gem.wiki/Coke_-_GTG_Oil_and_Gas_Asset_(Texas,_United_States)"
Colfax County - Wapiti,United States,operating,,,Wapiti Operating,,,gas,asset,36.42,-104.39,"https://www.gem.wiki/Colfax_County_-_Wapiti_Gas_Asset_(New_Mexico,_United_States)"
Colgan - Resource Energy Can-Am,United States,operating,,,Resource Energy Can-Am,,,oil and gas,asset,48.978,-103.78,"https://www.gem.wiki/Colgan_-_Resource_Energy_Can-Am_Oil_and_Gas_Asset_(North_Dakota,_United_States)"
Collie (Delaware) - OXY,United States,operating,,,OXY USA,,,oil and gas,asset,31.431,-103.44,"https://www.gem.wiki/Collie_(Delaware)_-_OXY_Oil_and_Gas_Asset_(Texas,_United_States)"
Columbiana County - EAP Ohio,United States,operating,,,EAP Ohio,,,oil and gas,asset,40.733,-80.868,"https://www.gem.wiki/Columbiana_County_-_EAP_Ohio_Oil_and_Gas_Asset_(Ohio,_United_States)"
Columbus (Consolidated) - Strand,United States,operating,,,Strand Energy,,,oil and gas,asset,29.779,-96.55,"https://www.gem.wiki/Columbus_(Consolidated)_-_Strand_Oil_and_Gas_Asset_(Texas,_United_States)"
Colville River (Alpine),United States,operating,,,"ConocoPhillips Alaska, Inc.",ConocoPhillips (100%),ConocoPhillips (100%),oil and gas,field,70.334,-151.03,"https://www.gem.wiki/Colville_River_(Alpine)_Oil_and_Gas_Field_(Alaska,_United_States)"
Comite - Petro Harvester,United States,operating,,,Petro Harvester Operating Company,,,oil and gas,asset,30.516,-91.017,"https://www.gem.wiki/Comite_-_Petro_Harvester_Oil_and_Gas_Asset_(Louisiana,_United_States)"
"Como (Rodessa Hill, Lo.) - Valence",United States,operating,,,Valence Operating Company,,,oil and gas,asset,32.949,-95.495,"https://www.gem.wiki/Como_(Rodessa_Hill,_Lo.)_-_Valence_Oil_and_Gas_Asset_(Texas,_United_States)"
Conger (Penn) - Chevron,United States,operating,,,Chevron,,,oil and gas,asset,31.746,-101.2,"https://www.gem.wiki/Conger_(Penn)_-_Chevron_Oil_and_Gas_Asset_(Texas,_United_States)"
Conger (Penn) - Stanolind,United States,operating,,,Stanolind Production,,,oil and gas,asset,31.773,-101.18,"https://www.gem.wiki/Conger_(Penn)_-_Stanolind_Oil_and_Gas_Asset_(Texas,_United_States)"
"Conger, SW (Wolfcamp) - Chevron",United States,operating,,,Chevron,,,oil and gas,asset,31.685,-101.23,"https://www.gem.wiki/Conger,_SW_(Wolfcamp)_-_Chevron_Oil_and_Gas_Asset_(Texas,_United_States)"
Conley (Miss.) - Echo,United States,operating,,,Echo Production,,,oil and gas,asset,34.246,-99.642,"https://www.gem.wiki/Conley_(Miss.)_-_Echo_Oil_and_Gas_Asset_(Texas,_United_States)"
Conroe - Denbury,United States,operating,,,Denbury Onshore,,,oil and gas,asset,30.258,-95.366,"https://www.gem.wiki/Conroe_-_Denbury_Oil_and_Gas_Asset_(Texas,_United_States)"
Converse - BPX,United States,operating,,,BPX Operating,,,gas,asset,31.805,-93.76,"https://www.gem.wiki/Converse_-_BPX_Gas_Asset_(Louisiana,_United_States)"
Converse - Comstock,United States,operating,,,Comstock Oil & Gas,,,gas,asset,31.781,-93.771,"https://www.gem.wiki/Converse_-_Comstock_Gas_Asset_(Louisiana,_United_States)"
Converse - Indigo Minerals,United States,operating,,,Indigo Minerals,,,gas,asset,31.748,-93.69,"https://www.gem.wiki/Converse_-_Indigo_Minerals_Gas_Asset_(Louisiana,_United_States)"
Converse - Vine,United States,operating,,,Vine Oil & Gas,,,gas,asset,31.646,-93.715,"https://www.gem.wiki/Converse_-_Vine_Gas_Asset_(Louisiana,_United_States)"
Cooley (Meek Sand) - Hilcorp,United States,operating,,,Hilcorp Energy,,,oil and gas,asset,29.601,-96.006,"https://www.gem.wiki/Cooley_(Meek_Sand)_-_Hilcorp_Oil_and_Gas_Asset_(Texas,_United_States)"
"Cooley (Wilcox, Upper) - Hilcorp",United States,operating,,,Hilcorp Energy,,,oil and gas,asset,29.613,-95.985,"https://www.gem.wiki/Cooley_(Wilcox,_Upper)_-_Hilcorp_Oil_and_Gas_Asset_(Texas,_United_States)"
Cordona Lake - XTO,United States,operating,,,XTO Energy,,,oil and gas,asset,31.318,-102.55,"https://www.gem.wiki/Cordona_Lake_-_XTO_Oil_and_Gas_Asset_(Texas,_United_States)"
"Corpus Christi Bay, West (8700) - White Marlin",United States,operating,,,White Marlin Operating Co.,,,oil and gas,asset,27.774,-97.342,"https://www.gem.wiki/Corpus_Christi_Bay,_West_(8700)_-_White_Marlin_Oil_and_Gas_Asset_(Texas,_United_States)"
Corral Creek - Burlington,United States,operating,,,Burlington Resources,,,oil and gas,asset,47.531,-102.75,"https://www.gem.wiki/Corral_Creek_-_Burlington_Oil_and_Gas_Asset_(North_Dakota,_United_States)"
Corral Creek - Continental,United States,operating,,,Continental Resources,,,oil and gas,asset,47.516,-102.86,"https://www.gem.wiki/Corral_Creek_-_Continental_Oil_and_Gas_Asset_(North_Dakota,_United_States)"
Corral Creek - XTO,United States,operating,,,XTO Energy,,,oil and gas,asset,47.547,-102.85,"https://www.gem.wiki/Corral_Creek_-_XTO_Oil_and_Gas_Asset_(North_Dakota,_United_States)"
"Cote Blanche Bay, West - Perdido",United States,operating,,,Perdido Energy Louisiana,,,oil and gas,asset,29.687,-91.797,"https://www.gem.wiki/Cote_Blanche_Bay,_West_-_Perdido_Oil_and_Gas_Asset_(Louisiana,_United_States)"
Cotton Valley - XTO,United States,operating,,,XTO Energy,,,oil and gas,asset,32.806,-93.372,"https://www.gem.wiki/Cotton_Valley_-_XTO_Oil_and_Gas_Asset_(Louisiana,_United_States)"
Cottonwood - Oasis Petroleum,United States,operating,,,Oasis Petroleum,,,gas,asset,48.54,-102.56,"https://www.gem.wiki/Cottonwood_-_Oasis_Petroleum_Gas_Asset_(North_Dakota,_United_States)"
"Cottonwood, N. (14,270) - Costa",United States,operating,,,Costa Energy,,,oil and gas,asset,29.963,-94.52,"https://www.gem.wiki/Cottonwood,_N._(14,270)_-_Costa_Oil_and_Gas_Asset_(Texas,_United_States)"
Coulomb (MC657) - Shell,United States,operating,,,Shell,,,oil and gas,asset,28.369,-87.939,"https://www.gem.wiki/Coulomb_(MC657)_-_Shell_Oil_and_Gas_Asset_(Federal_offshore,_United_States)"
Cow Creek - Equinor,United States,operating,,,Equinor Energy,,,oil and gas,asset,48.242,-103.64,"https://www.gem.wiki/Cow_Creek_-_Equinor_Oil_and_Gas_Asset_(North_Dakota,_United_States)"
Cow Creek - Oasis Petroleum,United States,operating,,,Oasis Petroleum,,,oil and gas,asset,48.274,-103.63,"https://www.gem.wiki/Cow_Creek_-_Oasis_Petroleum_Oil_and_Gas_Asset_(North_Dakota,_United_States)"
Cow Hollow - Hilcorp,United States,operating,,,Hilcorp Energy Company,,,oil and gas,asset,41.874,-110.12,"https://www.gem.wiki/Cow_Hollow_-_Hilcorp_Oil_and_Gas_Asset_(Wyoming,_United_States)"
"Cowden, North (Deep) - Occidental Permian",United States,operating,,,Occidental Permian,,,oil and gas,asset,32.037,-102.55,"https://www.gem.wiki/Cowden,_North_(Deep)_-_Occidental_Permian_Oil_and_Gas_Asset_(Texas,_United_States)"
"Cowden, North (Deep) - Texland Petroleum",United States,operating,,,Texland Petroleum,,,oil and gas,asset,32.047,-102.57,"https://www.gem.wiki/Cowden,_North_(Deep)_-_Texland_Petroleum_Oil_and_Gas_Asset_(Texas,_United_States)"
"Cowden, North - OXY",United States,operating,,,OXY USA,,,oil and gas,asset,31.956,-102.47,"https://www.gem.wiki/Cowden,_North_-_OXY_Oil_and_Gas_Asset_(Texas,_United_States)"
"Cowden, North - Occidental Permian",United States,operating,,,Occidental Permian,,,oil and gas,asset,32.031,-102.51,"https://www.gem.wiki/Cowden,_North_-_Occidental_Permian_Oil_and_Gas_Asset_(Texas,_United_States)"
"Cowden, South (Canyon 8790) - OXY",United States,operating,,,OXY USA,,,oil and gas,asset,31.788,-102.46,"https://www.gem.wiki/Cowden,_South_(Canyon_8790)_-_OXY_Oil_and_Gas_Asset_(Texas,_United_States)"
"Cowden, South (Canyon 8790) - Occidental Permian",United States,operating,,,Occidental Permian,,,oil and gas,asset,31.841,-102.45,"https://www.gem.wiki/Cowden,_South_(Canyon_8790)_-_Occidental_Permian_Oil_and_Gas_Asset_(Texas,_United_States)"
Coyanosa (Devonian) - XTO,United States,operating,,,XTO Energy,,,gas,asset,31.196,-103.06,"https://www.gem.wiki/Coyanosa_(Devonian)_-_XTO_Gas_Asset_(Texas,_United_States)"
Coyanosa (Ellenburger) - XTO,United States,operating,,,XTO Energy,,,gas,asset,31.196,-103.06,"https://www.gem.wiki/Coyanosa_(Ellenburger)_-_XTO_Gas_Asset_(Texas,_United_States)"
Coyanosa (Wolfcamp) - XTO,United States,operating,,,XTO Energy,,,oil and gas,asset,31.191,-103.04,"https://www.gem.wiki/Coyanosa_(Wolfcamp)_-_XTO_Oil_and_Gas_Asset_(Texas,_United_States)"
Crazy Man Creek - Continental,United States,operating,,,Continental Resources,,,oil and gas,asset,48.081,-103.46,"https://www.gem.wiki/Crazy_Man_Creek_-_Continental_Oil_and_Gas_Asset_(North_Dakota,_United_States)"
Crazy Man Creek - Zavanna,United States,operating,,,Zavanna,,,oil and gas,asset,48.11,-103.44,"https://www.gem.wiki/Crazy_Man_Creek_-_Zavanna_Oil_and_Gas_Asset_(North_Dakota,_United_States)"
Creston - BP,United States,operating,,,BP,,,oil and gas,asset,41.517,-107.76,"https://www.gem.wiki/Creston_-_BP_Oil_and_Gas_Asset_(Wyoming,_United_States)"
Creston - Crowheart,United States,operating,,,Crowheart Energy,,,oil and gas,asset,41.532,-107.75,"https://www.gem.wiki/Creston_-_Crowheart_Oil_and_Gas_Asset_(Wyoming,_United_States)"
Creston - Southland Royalty,United States,operating,,,Southland Royalty Company,,,oil and gas,asset,41.52,-107.74,"https://www.gem.wiki/Creston_-_Southland_Royalty_Oil_and_Gas_Asset_(Wyoming,_United_States)"
Creston - Wamsutter,United States,operating,,,Wamsutter E&P,,,oil and gas,asset,41.546,-107.74,"https://www.gem.wiki/Creston_-_Wamsutter_Oil_and_Gas_Asset_(Wyoming,_United_States)"
Croff - Burlington,United States,operating,,,Burlington Resources,,,oil and gas,asset,47.759,-102.92,"https://www.gem.wiki/Croff_-_Burlington_Oil_and_Gas_Asset_(North_Dakota,_United_States)"
Croff - Petroshale,United States,operating,,,Petroshale (US) Inc.,,,gas,asset,47.725,-102.93,"https://www.gem.wiki/Croff_-_Petroshale_Gas_Asset_(North_Dakota,_United_States)"
Crosby (MC899) - Equinor,United States,operating,,,Equinor Energy,,,oil and gas,asset,28.029,-89.091,"https://www.gem.wiki/Crosby_(MC899)_-_Equinor_Oil_and_Gas_Asset_(Federal_offshore,_United_States)"
Crosby (MC899) - Shell,United States,operating,,,Shell,,,oil and gas,asset,28.059,-89.066,"https://www.gem.wiki/Crosby_(MC899)_-_Shell_Oil_and_Gas_Asset_(Federal_offshore,_United_States)"
"Crosby, West (Cabot Sand) - Phoenix Hydrocarbons",United States,operating,,,Phoenix Hydrocarbons Operating,,,oil and gas,asset,29.909,-95.094,"https://www.gem.wiki/Crosby,_West_(Cabot_Sand)_-_Phoenix_Hydrocarbons_Oil_and_Gas_Asset_(Texas,_United_States)"
Crossbow - Anschutz,United States,operating,,,Anschutz Exploration Corporation,,,oil and gas,asset,43.564,-105.41,"https://www.gem.wiki/Crossbow_-_Anschutz_Oil_and_Gas_Asset_(Wyoming,_United_States)"
Crossbow - EOG,United States,operating,,,EOG Resources,,,oil and gas,asset,43.53,-105.52,"https://www.gem.wiki/Crossbow_-_EOG_Oil_and_Gas_Asset_(Wyoming,_United_States)"
Crossett (Devonian) - Occidental Permian,United States,operating,,,Occidental Permian,,,oil and gas,asset,31.123,-102.3,"https://www.gem.wiki/Crossett_(Devonian)_-_Occidental_Permian_Oil_and_Gas_Asset_(Texas,_United_States)"
"Crossett, S. (Detrital) - Mammoth",United States,operating,,,Mammoth Exploration,,,oil and gas,asset,31.035,-102.26,"https://www.gem.wiki/Crossett,_S._(Detrital)_-_Mammoth_Oil_and_Gas_Asset_(Texas,_United_States)"
"Crossett, S. (Detrital) - Occidental Permian",United States,operating,,,Occidental Permian,,,oil and gas,asset,31.065,-102.28,"https://www.gem.wiki/Crossett,_S._(Detrital)_-_Occidental_Permian_Oil_and_Gas_Asset_(Texas,_United_States)"
Crown & Anchor (VK959) - Beacon Growthco,United States,operating,,,Beacon Growthco,,,oil and gas,asset,29.044,-87.921,"https://www.gem.wiki/Crown_&_Anchor_(VK959)_-_Beacon_Growthco_Oil_and_Gas_Asset_(Federal_offshore,_United_States)"
Cuba Libre (Wilcox Cons.) - Killam,United States,operating,,,Killam Oil Co.,,,gas,asset,27.358,-98.935,"https://www.gem.wiki/Cuba_Libre_(Wilcox_Cons.)_-_Killam_Gas_Asset_(Texas,_United_States)"
Cuyama South - E & B,United States,operating,,,E & B Natural Resources,,,oil and gas,asset,34.902,-119.7,"https://www.gem.wiki/Cuyama_South_-_E_&_B_Oil_and_Gas_Asset_(California,_United_States)"
Cymric - Aera,United States,operating,,,Aera Energy,,,oil and gas,asset,35.376,-119.7,"https://www.gem.wiki/Cymric_-_Aera_Oil_and_Gas_Asset_(California,_United_States)"
Cymric - Chevron,United States,operating,,,Chevron,,,oil and gas,asset,35.376,-119.7,"https://www.gem.wiki/Cymric_-_Chevron_Oil_and_Gas_Asset_(California,_United_States)"
Cymric - Sentinel Peak,United States,operating,,,Sentinel Peak Resources California,,,oil and gas,asset,35.376,-119.7,"https://www.gem.wiki/Cymric_-_Sentinel_Peak_Oil_and_Gas_Asset_(California,_United_States)"
Cypress Pond (Upper Cook Mtn) - Ballard,United States,operating,,,Ballard Exploration,,,oil and gas,asset,30.09,-94.479,"https://www.gem.wiki/Cypress_Pond_(Upper_Cook_Mtn)_-_Ballard_Oil_and_Gas_Asset_(Texas,_United_States)"
DJ Horizontal Codell - PDC,United States,operating,,,PDC Energy,,,oil and gas,asset,40.431,-104.82,"https://www.gem.wiki/DJ_Horizontal_Codell_-_PDC_Oil_and_Gas_Asset_(Colorado,_United_States)"
DJ Horizontal Niobrara - Bison,United States,operating,,,Bison Oil & Gas,,,oil and gas,asset,40.652,-104.08,"https://www.gem.wiki/DJ_Horizontal_Niobrara_-_Bison_Oil_and_Gas_Asset_(Colorado,_United_States)"
DJ Horizontal Niobrara - Confluence,United States,operating,,,Confluence,,,oil and gas,asset,40.335,-104.43,"https://www.gem.wiki/DJ_Horizontal_Niobrara_-_Confluence_Oil_and_Gas_Asset_(Colorado,_United_States)"
DJ Horizontal Niobrara - Crestone Peak,United States,operating,,,Crestone Peak Resources,,,oil and gas,asset,39.776,-104.63,"https://www.gem.wiki/DJ_Horizontal_Niobrara_-_Crestone_Peak_Oil_and_Gas_Asset_(Colorado,_United_States)"
DJ Horizontal Niobrara - Extraction,United States,operating,,,Extraction Oil & Gas,,,oil and gas,asset,40.277,-104.8,"https://www.gem.wiki/DJ_Horizontal_Niobrara_-_Extraction_Oil_and_Gas_Asset_(Colorado,_United_States)"
DJ Horizontal Niobrara - Highpoint,United States,operating,,,Highpoint Operating Corp.,,,oil and gas,asset,40.491,-104.35,"https://www.gem.wiki/DJ_Horizontal_Niobrara_-_Highpoint_Oil_and_Gas_Asset_(Colorado,_United_States)"
DJ Horizontal Niobrara - Noble,United States,operating,,,Noble Energy,,,oil and gas,asset,40.742,-103.93,"https://www.gem.wiki/DJ_Horizontal_Niobrara_-_Noble_Oil_and_Gas_Asset_(Colorado,_United_States)"
DJ Horizontal Niobrara - PDC,United States,operating,,,PDC Energy,,,oil and gas,asset,40.371,-104.74,"https://www.gem.wiki/DJ_Horizontal_Niobrara_-_PDC_Oil_and_Gas_Asset_(Colorado,_United_States)"
DJ Horizontal Niobrara - Verdad,United States,operating,,,Verdad Resources,,,oil and gas,asset,40.703,-104.01,"https://www.gem.wiki/DJ_Horizontal_Niobrara_-_Verdad_Oil_and_Gas_Asset_(Colorado,_United_States)"
DJ Horizontal Niobrara - Whiting,United States,operating,,,Whiting Oil & Gas Corporation,,,oil and gas,asset,40.826,-103.84,"https://www.gem.wiki/DJ_Horizontal_Niobrara_-_Whiting_Oil_and_Gas_Asset_(Colorado,_United_States)"
Dalmatian North (DC004) - Murphy,United States,operating,,,Murphy E&P. Company,,,oil and gas,asset,28.958,-87.746,"https://www.gem.wiki/Dalmatian_North_(DC004)_-_Murphy_Oil_and_Gas_Asset_(Federal_offshore,_United_States)"
Dalmatian South (DC134) - Murphy,United States,operating,,,Murphy E&P. Company,,,oil and gas,asset,28.827,-87.844,"https://www.gem.wiki/Dalmatian_South_(DC134)_-_Murphy_Oil_and_Gas_Asset_(Federal_offshore,_United_States)"
Dantzler (MC782) - Fieldwood,United States,operating,,,Fieldwood Energy,,,oil and gas,asset,28.214,-88.282,"https://www.gem.wiki/Dantzler_(MC782)_-_Fieldwood_Oil_and_Gas_Asset_(Federal_offshore,_United_States)"
Danville (TP-CV Cons.) - Titan Rock,United States,operating,,,Titan Rock E&P,,,oil and gas,asset,32.409,-94.794,"https://www.gem.wiki/Danville_(TP-CV_Cons.)_-_Titan_Rock_Oil_and_Gas_Asset_(Texas,_United_States)"
Darst Creek (Edwards) - Texas Petroleum Investment,United States,operating,,,Texas Petroleum Investment Co.,,,oil,asset,29.593,-97.755,"https://www.gem.wiki/Darst_Creek_(Edwards)_-_Texas_Petroleum_Investment_Oil_Asset_(Texas,_United_States)"
Davidson Ranch (Penn. 7890) - Epic Permian,United States,operating,,,Epic Permian Operating,,,oil and gas,asset,30.62,-101.11,"https://www.gem.wiki/Davidson_Ranch_(Penn._7890)_-_Epic_Permian_Oil_and_Gas_Asset_(Texas,_United_States)"
De Witt (Eagle Ford Shale) - Burlington,United States,operating,,,Burlington Resources,,,oil and gas,asset,29.094,-97.531,"https://www.gem.wiki/De_Witt_(Eagle_Ford_Shale)_-_Burlington_Oil_and_Gas_Asset_(Texas,_United_States)"
